word	valence	arousal	dominance	goodness	energy	structure	power	danger	structure
pumped	0.114980	0.200034	0.027845	0.082839	0.161791	0.144813	0.172979	0.055827	0.144813
pumpkin	0.038980	-0.322966	-0.145155	0.012018	-0.351365	-0.057399	-0.239955	-0.256950	-0.057399
pun	0.152980	0.029034	-0.043155	0.107016	-0.023841	0.118691	0.058813	-0.092530	0.118691
punch	-0.271020	0.287034	0.107845	-0.225023	0.338506	-0.047431	0.080244	0.398475	-0.047431
punched	-0.312020	0.134034	-0.048155	-0.312685	0.134247	-0.042972	-0.126174	0.316029	-0.042972
punching	-0.168020	0.415034	0.122845	-0.147957	0.435813	0.061243	0.203545	0.412788	0.061243
punchy	0.019980	0.118034	0.244845	0.117499	0.226926	-0.094758	0.243545	0.077376	-0.094758
punctual	0.244980	-0.162966	0.135845	0.301318	-0.099887	-0.065246	0.142433	-0.283695	-0.065246
punctuality	0.309980	-0.093966	0.257845	0.405884	0.012808	-0.080592	0.296060	-0.277947	-0.080592
punctually	0.259980	-0.119966	0.227845	0.352141	-0.016930	-0.098005	0.237029	-0.260972	-0.098005
punctuation	0.060980	-0.114966	0.091845	0.114050	-0.054789	-0.096757	0.041904	-0.119387	-0.096757
puncture	-0.302020	0.277034	-0.080155	-0.340807	0.233285	0.061783	-0.076030	0.405945	0.061783
pundit	0.143980	0.082034	0.332845	0.272335	0.225150	-0.115700	0.351775	-0.033365	-0.115700
pungent	-0.153020	0.255034	0.034845	-0.153472	0.253710	0.041828	0.070879	0.287921	0.041828
punish	-0.439020	0.308034	0.109845	-0.372295	0.383712	-0.117689	0.008073	0.534578	-0.117689
punishable	-0.302020	0.088034	-0.067155	-0.306325	0.084400	-0.050174	-0.156925	0.276285	-0.050174
punished	-0.323020	0.235034	-0.019155	-0.323307	0.235051	-0.013161	-0.062406	0.394819	-0.013161
punishing	-0.406020	0.398034	-0.029155	-0.424148	0.377351	0.042874	-0.033091	0.566745	0.042874
punishment	-0.417020	0.325034	0.035845	-0.391456	0.354114	-0.046938	-0.026405	0.527198	-0.046938
punitive	-0.219020	0.076034	0.104845	-0.150046	0.154502	-0.135494	0.003151	0.215348	-0.135494
punk	-0.071020	0.130034	-0.142155	-0.149191	0.041549	0.134820	-0.076115	0.134874	0.134820
punt	-0.135020	-0.019966	-0.107155	-0.165218	-0.053025	-0.001635	-0.154321	0.079333	-0.001635
puny	-0.188020	-0.175966	-0.365155	-0.311899	-0.313138	0.065705	-0.441968	-0.000876	0.065705
pup	0.254980	-0.072966	-0.198155	0.135726	-0.208290	0.218628	-0.051310	-0.243256	0.218628
pupil	0.228980	-0.093966	-0.132155	0.148179	-0.185690	0.149294	-0.026524	-0.236081	0.149294
puppet	-0.041020	-0.066966	-0.202155	-0.122746	-0.158294	0.083127	-0.198726	-0.025136	0.083127
puppeteer	-0.163020	-0.008966	-0.110155	-0.192488	-0.041110	-0.006961	-0.165179	0.107041	-0.006961
puppy	0.407980	-0.038966	-0.176155	0.273383	-0.192716	0.295158	0.057040	-0.329582	0.295158
purchase	0.124980	0.000034	0.115845	0.163706	0.042893	-0.020014	0.146087	-0.085428	-0.020014
purchaser	0.009980	0.049034	0.172845	0.084505	0.132562	-0.087553	0.153490	0.033981	-0.087553
purchasing	0.166980	0.153034	0.160845	0.198796	0.186819	0.052457	0.272671	-0.008469	0.052457
pure	0.310980	-0.193966	0.151845	0.370653	-0.127317	-0.061604	0.172064	-0.352118	-0.061604
purebliss	0.124980	-0.048966	0.025845	0.127697	-0.046323	0.015270	0.057540	-0.123051	0.015270
puree	0.207980	-0.244966	-0.292155	0.075566	-0.393657	0.167161	-0.224924	-0.331791	0.167161
purely	0.183980	-0.058966	0.035845	0.184962	-0.058563	0.031142	0.089377	-0.172198	0.031142
purgatory	-0.245020	0.205034	-0.087155	-0.284195	0.160996	0.054618	-0.087115	0.314798	0.054618
purge	-0.375020	0.066034	-0.173155	-0.417118	0.020431	-0.024059	-0.280500	0.309394	-0.024059
purification	0.346980	-0.047966	0.273845	0.438674	0.053532	-0.048851	0.348042	-0.272336	-0.048851
purify	0.322980	-0.195966	0.245845	0.426567	-0.079924	-0.121700	0.245114	-0.358144	-0.121700
purist	0.124980	-0.081966	0.074845	0.156214	-0.046987	-0.036464	0.077235	-0.143684	-0.036464
purity	0.322980	-0.294966	0.211845	0.424984	-0.180034	-0.152236	0.173205	-0.427812	-0.152236
purple	0.199980	-0.201966	-0.170155	0.120967	-0.290768	0.102742	-0.120068	-0.291140	0.102742
purport	0.162980	-0.122966	0.183845	0.247629	-0.027786	-0.115713	0.155453	-0.194748	-0.115713
purpose	0.299980	0.034034	0.281845	0.389686	0.133019	-0.032144	0.369608	-0.181491	-0.032144
purposely	0.145980	0.206034	0.202845	0.192963	0.256663	0.042373	0.317934	0.045043	0.042373
purr	0.103980	-0.039966	-0.198155	0.000382	-0.156978	0.164415	-0.110731	-0.111270	0.164415
purring	0.247980	-0.169966	-0.229155	0.129242	-0.304007	0.183768	-0.123577	-0.306353	0.183768
purse	0.155980	-0.323966	-0.194155	0.089629	-0.397415	0.031746	-0.217637	-0.344392	0.031746
pursuance	0.051980	0.000034	0.058845	0.073217	0.023637	-0.015658	0.068486	-0.035059	-0.015658
pursue	-0.083020	0.283034	0.035845	-0.096714	0.266187	0.089867	0.119836	0.256610	0.089867
pursuing	-0.017020	0.406034	0.189845	0.016057	0.440623	0.082389	0.322922	0.300213	0.082389
pursuit	0.142980	-0.046966	0.116845	0.186752	0.001787	-0.037710	0.133317	-0.130791	-0.037710
purveyor	0.142980	-0.019966	0.342845	0.291517	0.146577	-0.178654	0.309779	-0.102488	-0.178654
purview	0.134980	-0.019966	0.180845	0.206621	0.060033	-0.070901	0.188553	-0.103653	-0.070901
pus	-0.365020	-0.068966	-0.274155	-0.436942	-0.147296	-0.023287	-0.413119	0.204811	-0.023287
push	-0.083020	0.108034	0.023845	-0.076357	0.115301	0.002760	0.027537	0.135523	0.002760
pusher	-0.177020	0.328034	0.084845	-0.161031	0.344870	0.035699	0.129994	0.357727	0.035699
pushing	-0.104020	0.144034	0.230845	-0.000220	0.260566	-0.130233	0.184092	0.184404	-0.130233
pushover	-0.153020	0.058034	-0.125155	-0.201078	0.004441	0.044666	-0.139043	0.145324	0.044666
pushy	-0.420020	0.406034	0.240845	-0.307456	0.532550	-0.145423	0.159166	0.593974	-0.145423
puss	-0.194020	0.082034	-0.264155	-0.306988	-0.044570	0.133879	-0.248588	0.185558	0.133879
pussy	-0.177020	0.259034	-0.091155	-0.235454	0.192534	0.119315	-0.030350	0.302633	0.119315
pussycat	0.040980	-0.209966	-0.304155	-0.079673	-0.344648	0.114653	-0.300040	-0.187366	0.114653
put	0.019980	-0.101966	0.009845	0.037222	-0.081976	-0.052798	-0.031645	-0.084286	-0.052798
putative	0.009980	-0.019966	-0.090155	-0.031800	-0.066937	0.055985	-0.069818	-0.024846	0.055985
putrid	-0.354020	0.120034	-0.115155	-0.379123	0.093075	-0.024537	-0.202266	0.333894	-0.024537
puts	-0.072020	-0.092966	-0.131155	-0.111458	-0.136312	0.005233	-0.175200	-0.017574	0.005233
putt	-0.020020	0.000034	-0.082155	-0.056846	-0.041315	0.047031	-0.069410	0.010982	0.047031
putter	-0.129020	-0.105966	-0.119155	-0.152970	-0.131440	-0.037370	-0.201109	0.015224	-0.037370
putty	-0.062020	-0.195966	-0.186155	-0.113917	-0.252701	-0.008238	-0.259238	-0.098135	-0.008238
puzzle	0.036980	-0.028966	0.024845	0.048225	-0.016328	-0.015217	0.022554	-0.045646	-0.015217
puzzled	-0.296020	0.000034	-0.228155	-0.365508	-0.076438	0.015625	-0.312503	0.204403	0.015625
puzzling	-0.204020	0.144034	-0.147155	-0.268559	0.071603	0.082303	-0.139269	0.240531	0.082303
pygmy	-0.143020	-0.126966	-0.183155	-0.192735	-0.181227	-0.011428	-0.264432	0.008137	-0.011428
pylon	-0.083020	-0.211966	-0.130155	-0.102707	-0.232195	-0.065568	-0.236811	-0.091562	-0.065568
pyramid	0.239980	-0.109966	0.134845	0.288603	-0.055905	-0.038064	0.164542	-0.243604	-0.038064
pyramidal	0.112980	-0.114966	0.099845	0.162813	-0.058746	-0.077405	0.073586	-0.156666	-0.077405
pyrotechnics	0.060980	0.321034	0.031845	0.020056	0.272402	0.182183	0.206799	0.178435	0.182183
python	-0.281020	0.118034	0.117845	-0.203608	0.206090	-0.151203	0.001755	0.289701	-0.151203
quack	0.029980	-0.048966	0.124845	0.093306	0.022497	-0.098339	0.081885	-0.050069	-0.098339
quad	0.019980	-0.058966	-0.109155	-0.026486	-0.111009	0.052598	-0.097223	-0.059767	0.052598
quadrangle	-0.042020	0.089034	0.072845	-0.014520	0.119648	-0.021741	0.074337	0.094871	-0.021741
quadrant	-0.000020	-0.230966	-0.018155	0.025733	-0.200394	-0.113379	-0.123504	-0.159897	-0.113379
quadratic	-0.070020	-0.114966	-0.029155	-0.057343	-0.099488	-0.076053	-0.110896	-0.029801	-0.076053
quadrature	-0.042020	-0.136966	-0.028155	-0.029393	-0.121563	-0.075344	-0.106741	-0.065174	-0.075344
quadruple	0.009980	-0.099966	0.088845	0.066318	-0.035905	-0.110901	0.021505	-0.072282	-0.110901
quadrupole	-0.050020	-0.074966	-0.114155	-0.086961	-0.115755	0.013853	-0.143342	-0.020360	0.013853
quagmire	-0.182020	-0.019966	-0.087155	-0.196183	-0.034686	-0.037882	-0.163249	0.114196	-0.037882
quail	-0.000020	-0.181966	-0.213155	-0.075457	-0.265677	0.047633	-0.241218	-0.134505	0.047633
quaint	0.124980	-0.036966	-0.026155	0.100872	-0.064612	0.057625	0.025640	-0.117015	0.057625
quake	-0.390020	0.324034	0.171845	-0.302517	0.422707	-0.128244	0.084987	0.512811	-0.128244
qualifications	0.275980	0.076034	0.249845	0.347281	0.154151	0.001310	0.354566	-0.136563	0.001310
qualified	0.259980	0.020034	0.314845	0.373116	0.145738	-0.081628	0.366885	-0.160781	-0.081628
qualify	0.229980	0.094034	0.019845	0.194141	0.051657	0.147539	0.173805	-0.100752	0.147539
qualifying	0.287980	0.077034	0.288845	0.376271	0.174204	-0.019269	0.389244	-0.142883	-0.019269
qualities	0.343980	0.010034	0.230845	0.406721	0.078553	0.010940	0.343140	-0.232050	0.010940
quality	0.395980	-0.056966	0.351845	0.519888	0.080575	-0.084051	0.424591	-0.310641	-0.084051
quandary	-0.292020	0.075034	-0.078155	-0.301043	0.066117	-0.044901	-0.166118	0.259621	-0.044901
quantify	0.218980	-0.040966	0.220845	0.301562	0.050993	-0.069733	0.249294	-0.177179	-0.069733
quantitative	0.103980	-0.039966	0.166845	0.176094	0.040888	-0.086980	0.153429	-0.095605	-0.086980
quantitatively	0.009980	-0.008966	0.212845	0.112422	0.106394	-0.146712	0.154726	-0.004263	-0.146712
quantity	0.019980	-0.027966	0.282845	0.157595	0.127070	-0.200499	0.201288	-0.021584	-0.200499
quantum	0.203980	0.000034	0.099845	0.224235	0.021618	0.028779	0.173844	-0.143272	0.028779
quarantine	-0.340020	0.077034	0.088845	-0.262404	0.165954	-0.181783	-0.068201	0.302894	-0.181783
quarrel	-0.388020	0.429034	-0.004155	-0.401196	0.413608	0.051157	0.008776	0.576154	0.051157
quarry	-0.122020	-0.073966	-0.050155	-0.118486	-0.068751	-0.064107	-0.132397	0.035168	-0.064107
quart	-0.061020	-0.234966	-0.064155	-0.048498	-0.218901	-0.113042	-0.189080	-0.120493	-0.113042
quarter	0.067980	-0.203966	0.008845	0.093430	-0.174328	-0.084748	-0.057204	-0.189333	-0.084748
quarterback	0.176980	0.226034	0.266845	0.247560	0.302914	0.024015	0.389244	0.039141	0.024015
quartered	-0.204020	0.370034	-0.105155	-0.282089	0.280830	0.176542	-0.000891	0.398044	0.176542
quarterly	0.103980	-0.119966	-0.052155	0.082613	-0.143835	0.020258	-0.043290	-0.160123	0.020258
quartermaster	0.050980	0.080034	0.160845	0.109510	0.145093	-0.042790	0.180032	0.025161	-0.042790
quarters	0.009980	-0.087966	-0.020155	0.012053	-0.085093	-0.029287	-0.051647	-0.068693	-0.029287
quartet	-0.021020	-0.122966	-0.028155	-0.013346	-0.113362	-0.057673	-0.089596	-0.070722	-0.057673
quartile	-0.062020	-0.054966	-0.055155	-0.071909	-0.065356	-0.021621	-0.097061	0.004634	-0.021621
quarto	-0.042020	-0.103966	-0.107155	-0.072351	-0.137162	-0.002948	-0.148148	-0.045828	-0.002948
quartz	0.203980	-0.207966	-0.019155	0.198009	-0.214500	-0.002617	-0.011661	-0.291688	-0.002617
quash	-0.229020	0.189034	0.017845	-0.217440	0.202164	-0.018771	-0.010802	0.296705	-0.018771
quasi	0.009980	-0.156966	-0.170155	-0.049854	-0.223335	0.036422	-0.193174	-0.122670	0.036422
quaternary	-0.009020	-0.129966	0.008845	0.015876	-0.100993	-0.081235	-0.060187	-0.082639	-0.081235
quay	0.041980	-0.290966	-0.058155	0.051712	-0.278280	-0.098447	-0.160208	-0.233339	-0.098447
queasiness	-0.270020	0.094034	-0.365155	-0.423041	-0.077299	0.173645	-0.353794	0.244477	0.173645
queasy	-0.250020	0.087034	-0.275155	-0.361396	-0.037475	0.117405	-0.282045	0.229047	0.117405
queen	0.374980	0.192034	0.359845	0.468417	0.293696	0.036100	0.538895	-0.123547	0.036100
queer	-0.214020	0.110034	-0.196155	-0.295707	0.018584	0.092741	-0.195956	0.222238	0.092741
quell	-0.112020	0.196034	-0.066155	-0.157872	0.143741	0.098841	-0.009992	0.213272	0.098841
quench	-0.115020	-0.155966	-0.167155	-0.156519	-0.200946	-0.024865	-0.252766	-0.031414	-0.024865
query	0.020980	-0.079966	-0.033155	0.014101	-0.087295	-0.010714	-0.051756	-0.071697	-0.010714
quest	0.142980	0.216034	0.044845	0.112817	0.179741	0.155212	0.206869	0.047322	0.155212
question	0.009980	-0.089966	0.008845	0.026312	-0.071022	-0.050351	-0.031615	-0.068826	-0.050351
questionable	-0.232020	0.051034	-0.135155	-0.273077	0.005846	0.009966	-0.188961	0.197229	0.009966
questioning	-0.062020	0.196034	0.008845	-0.078582	0.176423	0.071091	0.069184	0.180316	0.071091
questionnaire	-0.115020	-0.172966	0.105845	-0.022558	-0.066979	-0.222160	-0.063312	-0.031411	-0.222160
queue	-0.042020	-0.155966	-0.135155	-0.078065	-0.195243	-0.012002	-0.193258	-0.082857	-0.012002
queues	-0.115020	-0.020966	-0.231155	-0.207489	-0.124260	0.092788	-0.234582	0.058852	0.092788
quibble	-0.188020	0.185034	-0.034155	-0.206464	0.164135	0.034468	-0.029931	0.262053	0.034468
quiche	-0.000020	-0.043966	-0.104155	-0.043592	-0.092733	0.047767	-0.096396	-0.034747	0.047767
quick	0.203980	0.255034	0.249845	0.258365	0.313317	0.064438	0.404241	0.038857	0.064438
quicken	0.185980	0.250034	0.298845	0.267154	0.338626	0.019357	0.428351	0.050538	0.019357
quickie	0.099980	0.200034	-0.069155	0.023188	0.111600	0.204450	0.095309	0.062517	0.204450
quickly	0.283980	0.350034	0.135845	0.258393	0.317137	0.232980	0.406961	0.041538	0.232980
quickness	0.273980	0.135034	0.239845	0.331929	0.197727	0.039396	0.374523	-0.094895	0.039396
quicksand	-0.281020	0.240034	0.007845	-0.274781	0.247114	-0.008951	-0.019564	0.369036	-0.008951
quicksilver	-0.083020	-0.058966	0.028845	-0.049012	-0.019770	-0.091697	-0.048636	0.020677	-0.091697
quid	-0.021020	-0.121966	-0.173155	-0.083299	-0.191141	0.042741	-0.194058	-0.076256	0.042741
quiescent	-0.000020	-0.339966	-0.195155	-0.043197	-0.386275	-0.050873	-0.303683	-0.242592	-0.050873
quiet	0.291980	-0.394966	-0.069155	0.277869	-0.409923	-0.028017	-0.093377	-0.486342	-0.028017
quietly	0.060980	-0.374966	-0.179155	0.022416	-0.416207	-0.051802	-0.278452	-0.310154	-0.051802
quill	0.020980	-0.283966	-0.237155	-0.053642	-0.366190	0.018615	-0.296866	-0.221005	0.018615
quilt	0.142980	-0.376966	-0.274155	0.047804	-0.482436	0.051746	-0.307331	-0.374936	0.051746
quince	0.056980	-0.131966	-0.026155	0.056328	-0.132144	-0.026662	-0.053610	-0.133270	-0.026662
quinine	-0.082020	-0.038966	-0.125155	-0.125271	-0.086912	0.025749	-0.150036	0.027124	0.025749
quintet	0.059980	0.060034	-0.000155	0.042764	0.039879	0.061503	0.058438	-0.002040	0.061503
quirk	-0.010020	-0.115966	0.117845	0.065394	-0.030195	-0.149157	0.024890	-0.067591	-0.149157
quirky	0.207980	-0.126966	0.063845	0.229324	-0.103315	-0.013727	0.089102	-0.235212	-0.013727
quit	-0.031020	0.059034	-0.012155	-0.041459	0.047064	0.025713	0.003963	0.062595	0.025713
quits	-0.271020	-0.019966	-0.148155	-0.302417	-0.053558	-0.038421	-0.251712	0.175969	-0.038421
quitter	-0.240020	-0.039966	-0.179155	-0.287579	-0.091809	-0.013148	-0.268268	0.138431	-0.013148
quiver	-0.180020	-0.047966	-0.165155	-0.227824	-0.100390	0.001538	-0.232082	0.090109	0.001538
quivering	-0.093020	0.276034	-0.158155	-0.197697	0.156840	0.214889	-0.028890	0.250696	0.214889
quiz	-0.038020	0.110034	0.026845	-0.036346	0.111399	0.023299	0.053071	0.104472	0.023299
quorum	0.114980	0.044034	0.101845	0.141759	0.073200	0.008827	0.151999	-0.048479	0.008827
quota	-0.073020	-0.089966	-0.100155	-0.097846	-0.116872	-0.014961	-0.151829	-0.013453	-0.014961
quotation	0.295980	0.090034	-0.039155	0.223339	0.005845	0.217552	0.162058	-0.153791	0.217552
quote	0.179980	0.050034	-0.070155	0.114201	-0.025459	0.161641	0.062750	-0.098754	0.161641
quotes	0.124980	0.078034	0.019845	0.105843	0.055204	0.088616	0.113878	-0.035807	0.088616
quotient	0.114980	-0.209966	0.079845	0.169099	-0.148286	-0.114447	0.014717	-0.224425	-0.114447
rabbi	-0.041020	-0.137966	0.222845	0.092452	0.013520	-0.248288	0.074933	-0.055814	-0.248288
rabbit	0.184980	-0.169966	-0.259155	0.060388	-0.310221	0.174309	-0.176659	-0.262060	0.174309
rabble	-0.316020	0.102034	-0.208155	-0.388385	0.021748	0.047877	-0.259252	0.290008	0.047877
rabid	-0.411020	0.327034	-0.046155	-0.426048	0.310355	0.013499	-0.081808	0.520715	0.013499
rabies	-0.385020	0.250034	-0.118155	-0.426755	0.203649	0.033556	-0.157760	0.445762	0.033556
raccoon	0.040980	-0.064966	-0.180155	-0.041632	-0.157798	0.108270	-0.141018	-0.082141	0.108270
race	0.091980	-0.073966	0.157845	0.166474	0.009871	-0.105049	0.124695	-0.110735	-0.105049
racehorse	0.218980	0.202034	0.099845	0.207025	0.185883	0.146038	0.277828	-0.014949	0.146038
racer	-0.020020	0.131034	0.177845	0.048756	0.207711	-0.060652	0.181349	0.112398	-0.060652
racetrack	0.207980	0.308034	0.123845	0.193248	0.288102	0.182017	0.340366	0.067072	0.182017
racial	-0.208020	0.019034	0.012845	-0.176323	0.055847	-0.097934	-0.085189	0.164169	-0.097934
racism	-0.378020	0.173034	-0.013155	-0.358663	0.195924	-0.077380	-0.115074	0.392152	-0.077380
racist	-0.439020	0.173034	-0.018155	-0.413755	0.202944	-0.103102	-0.149066	0.436072	-0.103102
rack	-0.115020	-0.126966	-0.091155	-0.124263	-0.135820	-0.061406	-0.183907	-0.008172	-0.061406
racket	0.019980	-0.143966	-0.148155	-0.032567	-0.202279	0.033136	-0.166061	-0.120004	0.033136
racketeering	-0.333020	0.377034	0.196845	-0.249166	0.470895	-0.089325	0.156786	0.509160	-0.089325
racking	-0.089020	-0.057966	-0.125155	-0.128479	-0.101471	0.012047	-0.162600	0.019097	0.012047
racquetball	0.081980	0.167034	-0.056155	0.018828	0.094292	0.168905	0.079988	0.053361	0.168905
racy	-0.073020	0.066034	-0.110155	-0.125956	0.006413	0.076944	-0.084530	0.093599	0.076944
radar	0.020980	0.115034	0.078845	0.038898	0.134303	0.018419	0.122471	0.067462	0.018419
radial	-0.061020	-0.095966	-0.000155	-0.038446	-0.069527	-0.081369	-0.076348	-0.021977	-0.081369
radiance	0.295980	0.125034	0.218845	0.342314	0.174583	0.058928	0.365501	-0.118604	0.058928
radiant	0.387980	0.217034	0.290845	0.442695	0.274843	0.103465	0.507376	-0.118689	0.103465
radiate	0.218980	0.235034	0.237845	0.268530	0.287919	0.068975	0.393469	0.013710	0.068975
radiation	-0.333020	0.241034	0.035845	-0.306363	0.271412	-0.052554	-0.024714	0.408549	-0.052554
radiator	-0.115020	-0.047966	-0.025155	-0.104288	-0.034864	-0.063810	-0.098395	0.049090	-0.063810
radical	-0.000020	0.292034	0.310845	0.106014	0.409451	-0.054950	0.364488	0.214562	-0.054950
radically	0.051980	0.231034	0.214845	0.113820	0.298788	0.002789	0.291758	0.130792	0.002789
radio	0.072980	-0.097966	-0.142155	0.009227	-0.169528	0.079413	-0.113350	-0.126399	0.079413
radioactive	-0.310020	0.298034	0.240845	-0.196323	0.425901	-0.151687	0.162336	0.439978	-0.151687
radioactivity	-0.260020	0.410034	0.195845	-0.191527	0.485935	-0.035748	0.208178	0.479038	-0.035748
radiograph	0.060980	-0.009966	-0.009155	0.049748	-0.022912	0.030031	0.018976	-0.051378	0.030031
radiography	-0.031020	0.114034	0.042845	-0.023195	0.122256	0.017806	0.070047	0.102850	0.017806
radiologist	-0.010020	-0.076966	0.133845	0.067273	0.010655	-0.138923	0.055103	-0.040034	-0.138923
radiology	-0.041020	-0.039966	0.073845	0.006089	0.013601	-0.092255	0.013923	0.005312	-0.092255
radish	-0.000020	-0.183966	-0.102155	-0.021723	-0.207154	-0.029909	-0.161840	-0.131119	-0.029909
radium	-0.031020	-0.139966	0.016845	0.002219	-0.101398	-0.102713	-0.070130	-0.073268	-0.102713
radius	0.020980	-0.175966	-0.000155	0.044323	-0.148609	-0.085761	-0.073742	-0.136423	-0.085761
radon	-0.177020	-0.081966	-0.125155	-0.200899	-0.107236	-0.043108	-0.217884	0.066230	-0.043108
raffle	0.139980	0.010034	-0.046155	0.097181	-0.039070	0.104186	0.041091	-0.096344	0.104186
raft	0.009980	-0.270966	-0.272155	-0.081933	-0.372684	0.044546	-0.321462	-0.205592	0.044546
rag	-0.245020	-0.273966	-0.320155	-0.324832	-0.360506	-0.045951	-0.484607	-0.025226	-0.045951
rage	-0.418020	0.388034	0.157845	-0.342997	0.472387	-0.097110	0.091492	0.576563	-0.097110
ragemode	-0.137020	0.163034	-0.046155	-0.164908	0.131344	0.055128	-0.023733	0.209482	0.055128
ragetweet	-0.102020	0.051034	-0.069155	-0.129026	0.020889	0.026665	-0.076464	0.106006	0.026665
ragged	-0.302020	0.019034	-0.274155	-0.395672	-0.084741	0.054794	-0.339703	0.219861	0.054794
raggedy	-0.302020	0.031034	-0.186155	-0.355100	-0.027136	0.000724	-0.270282	0.231905	0.000724
raging	-0.281020	0.427034	0.097845	-0.259380	0.450185	0.030974	0.134919	0.501738	0.030974
rags	-0.066020	-0.190966	-0.302155	-0.173961	-0.310821	0.072470	-0.342793	-0.096775	0.072470
ragtime	-0.031020	0.102034	-0.102155	-0.091206	0.033752	0.111135	-0.040627	0.088359	0.111135
raid	-0.150020	0.226034	0.059845	-0.134515	0.242857	0.010238	0.076610	0.266843	0.010238
raider	-0.198020	0.360034	0.024845	-0.212832	0.342095	0.084423	0.091403	0.392393	0.084423
rail	-0.030020	0.000034	0.025845	-0.013491	0.018827	-0.032136	0.003773	0.022852	-0.032136
railing	0.050980	-0.201966	-0.060155	0.045232	-0.207371	-0.044262	-0.114650	-0.178617	-0.044262
railroad	0.090980	0.092034	-0.000155	0.064759	0.061336	0.093764	0.089163	-0.002421	0.093764
railway	0.112980	0.115034	0.122845	0.139538	0.143481	0.032101	0.200125	0.002788	0.032101
raiment	0.166980	-0.097966	-0.123155	0.099560	-0.174222	0.111271	-0.052794	-0.193593	0.111271
rain	0.041980	-0.111966	-0.170155	-0.028936	-0.191313	0.076247	-0.155739	-0.114818	0.076247
rainbow	0.377980	-0.149966	-0.038155	0.330482	-0.204701	0.125273	0.088941	-0.378432	0.125273
rainbow trout	0.199980	-0.037966	-0.170155	0.096476	-0.155462	0.192120	-0.041709	-0.178147	0.192120
rainbows	0.374980	0.017034	-0.098155	0.274068	-0.098967	0.256177	0.123815	-0.263776	0.256177
raincoat	-0.042020	-0.199966	0.024845	0.005530	-0.144809	-0.146182	-0.098485	-0.106305	-0.146182
raindrops	0.197980	-0.162966	-0.189155	0.104269	-0.268572	0.136127	-0.116180	-0.263638	0.136127
rainfall	0.103980	-0.185966	-0.122155	0.058771	-0.236234	0.032501	-0.125486	-0.208600	0.032501
rainforest	0.111980	-0.124966	-0.102155	0.066199	-0.176341	0.055796	-0.077882	-0.171502	0.055796
rainmaker	-0.052020	0.009034	0.043845	-0.025171	0.039519	-0.050147	0.010146	0.045743	-0.050147
rainstorm	-0.108020	0.035034	-0.123155	-0.157814	-0.020628	0.052269	-0.126178	0.097005	0.052269
rainy	0.109980	-0.048966	-0.067155	0.069971	-0.094346	0.072152	-0.017235	-0.116190	0.072152
rainyday	0.019980	-0.119966	-0.185155	-0.053963	-0.202536	0.071699	-0.181372	-0.105057	0.071699
raise	0.384980	0.185034	0.264845	0.432366	0.234826	0.102498	0.471776	-0.139682	0.102498
raised	0.155980	-0.173966	0.142845	0.229462	-0.090972	-0.118616	0.097927	-0.226581	-0.118616
raisin	0.093980	-0.264966	-0.254155	-0.001614	-0.371374	0.075582	-0.263742	-0.261460	0.075582
raising	0.234980	0.019034	0.142845	0.268872	0.055659	0.024339	0.229478	-0.150764	0.024339
rake	-0.090020	-0.213966	-0.186155	-0.135412	-0.263086	-0.031435	-0.281781	-0.090279	-0.031435
rally	0.111980	0.180034	0.053845	0.095751	0.159863	0.114571	0.180746	0.045334	0.114571
ram	-0.094020	-0.047966	-0.112155	-0.128033	-0.085376	0.006153	-0.150903	0.030163	0.006153
ramble	0.114980	-0.035966	-0.060155	0.075718	-0.080623	0.076806	-0.003468	-0.110550	0.076806
rambling	-0.052020	0.010034	0.027845	-0.033023	0.031671	-0.038582	-0.000956	0.045745	-0.038582
ramp	-0.010020	0.017034	-0.143155	-0.080113	-0.061952	0.103091	-0.100455	0.012842	0.103091
rampage	-0.260020	0.375034	0.008845	-0.276323	0.355687	0.073974	0.056119	0.446898	0.073974
rampant	-0.010020	0.288034	0.025845	-0.039226	0.253248	0.134383	0.151337	0.206810	0.134383
rampart	-0.178020	0.020034	0.037845	-0.138526	0.065440	-0.100264	-0.051680	0.144226	-0.100264
ramrod	-0.094020	-0.091966	-0.151155	-0.140237	-0.142820	0.009035	-0.200151	-0.001826	0.009035
ranch	-0.143020	-0.079966	-0.091155	-0.155465	-0.092578	-0.049179	-0.175393	0.044468	-0.049179
rancher	0.009980	0.020034	0.042845	0.026253	0.038163	-0.013820	0.045549	0.008422	-0.013820
rancid	-0.344020	-0.048966	-0.286155	-0.427569	-0.140650	0.005919	-0.401791	0.202882	0.005919
random	-0.010020	0.020034	-0.179155	-0.097892	-0.078992	0.129521	-0.125076	0.013364	0.129521
randomly	-0.090020	0.094034	-0.198155	-0.187184	-0.015479	0.144686	-0.143304	0.121414	0.144686
randomness	-0.082020	-0.050966	-0.067155	-0.095557	-0.065371	-0.020739	-0.113793	0.021345	-0.020739
randy	-0.010020	-0.105966	-0.019155	-0.002051	-0.096212	-0.049348	-0.069482	-0.066581	-0.049348
range	-0.010020	-0.027966	0.114845	0.050809	0.040782	-0.099132	0.064765	-0.007090	-0.099132
ranger	0.025980	0.045034	0.204845	0.114326	0.144057	-0.104123	0.182704	0.021023	-0.104123
rank	0.030980	-0.119966	0.185845	0.134138	-0.003172	-0.178569	0.092607	-0.097093	-0.178569
