word	valence	arousal	dominance	goodness	energy	structure	power	danger	structure
curiosity	0.249980	0.255034	-0.037155	0.159932	0.150398	0.284104	0.219437	-0.006742	0.284104
curious	0.134980	0.100034	-0.017155	0.093383	0.051702	0.130871	0.102591	-0.029473	0.130871
curl	-0.115020	-0.047966	-0.149155	-0.163982	-0.102084	0.021596	-0.188137	0.043768	0.021596
curling	0.082980	0.092034	-0.100155	0.009710	0.008402	0.158815	0.012807	-0.000925	0.158815
currency	0.082980	-0.081966	0.091845	0.128123	-0.031072	-0.068254	0.068626	-0.112568	-0.068254
current	0.124980	-0.187966	0.111845	0.189855	-0.114383	-0.119716	0.053367	-0.215129	-0.119716
curriculum	0.207980	-0.193966	0.119845	0.266288	-0.128235	-0.088811	0.097618	-0.278970	-0.088811
curry	0.132980	-0.154966	-0.198155	0.042602	-0.256483	0.115607	-0.151237	-0.211485	0.115607
curse	-0.467020	0.220034	-0.125155	-0.496467	0.188182	-0.017179	-0.217990	0.484120	-0.017179
cursed	-0.417020	0.283034	-0.107155	-0.454025	0.241942	0.028664	-0.149965	0.492123	0.028664
cursing	-0.388020	0.360034	-0.054155	-0.414963	0.329576	0.047990	-0.060378	0.526468	0.047990
cursory	-0.077020	-0.048966	-0.069155	-0.092500	-0.065603	-0.015881	-0.111796	0.019020	-0.015881
curt	-0.255020	0.110034	-0.048155	-0.259871	0.105354	-0.028798	-0.109260	0.258253	-0.028798
curtail	-0.194020	-0.060966	-0.003155	-0.159987	-0.021062	-0.123819	-0.128021	0.098234	-0.123819
curtailment	-0.270020	0.078034	-0.069155	-0.278157	0.069962	-0.038946	-0.147216	0.246157	-0.038946
curtain	0.197980	-0.221966	-0.196155	0.109709	-0.321044	0.108794	-0.149436	-0.304589	0.108794
curtains	0.114980	-0.376966	-0.158155	0.079463	-0.415087	-0.041537	-0.237321	-0.349700	-0.041537
curtsy	0.134980	-0.087966	0.097845	0.176819	-0.041064	-0.050794	0.095993	-0.154066	-0.050794
curvature	-0.083020	-0.132966	-0.053155	-0.077436	-0.125275	-0.075548	-0.143338	-0.033827	-0.075548
curve	-0.020020	-0.124966	-0.193155	-0.091615	-0.204617	0.055359	-0.209468	-0.079905	0.055359
curved	0.041980	-0.092966	-0.163155	-0.028403	-0.171842	0.081780	-0.141595	-0.101427	0.081780
curvilinear	-0.020020	0.075034	-0.089155	-0.071416	0.016768	0.092726	-0.038641	0.062356	0.092726
cushion	0.152980	-0.278966	-0.208155	0.073579	-0.367399	0.064479	-0.207762	-0.311818	0.064479
cushy	0.322980	-0.216966	-0.105155	0.260731	-0.287526	0.108608	-0.018947	-0.387676	0.108608
cusp	0.166980	0.210034	0.199845	0.209059	0.254988	0.056660	0.328130	0.032477	0.056660
cuss	-0.146020	0.038034	-0.057155	-0.159310	0.023687	-0.009723	-0.095900	0.129398	-0.009723
cussed	-0.344020	0.125034	-0.046155	-0.338016	0.133010	-0.064554	-0.144961	0.333066	-0.064554
custard	0.117980	-0.239966	-0.207155	0.038007	-0.329098	0.068310	-0.205832	-0.259582	0.068310
custodial	-0.082020	-0.037966	0.217845	0.039701	0.099853	-0.209949	0.098679	0.042534	-0.209949
custodian	0.093980	0.125034	0.027845	0.075902	0.103262	0.093898	0.126688	0.019347	0.093898
custody	-0.006020	-0.027966	0.174845	0.083147	0.072670	-0.138544	0.110180	-0.007408	-0.138544
custom	0.051980	-0.117966	0.187845	0.152939	-0.003787	-0.168816	0.105467	-0.110822	-0.168816
customary	0.199980	-0.246966	0.060845	0.238891	-0.202670	-0.080884	0.025612	-0.312231	-0.080884
customer	0.061980	-0.069966	0.172845	0.147187	0.026088	-0.127544	0.122524	-0.085630	-0.127544
customized	0.124980	0.004034	0.089845	0.150592	0.032098	0.000074	0.129182	-0.083788	0.000074
cut	-0.010020	-0.009966	-0.107155	-0.058751	-0.064713	0.063581	-0.087302	-0.004216	0.063581
cutaneous	-0.135020	-0.129966	-0.172155	-0.180083	-0.179015	-0.016814	-0.253921	0.000755	-0.016814
cute	0.419980	0.028034	0.078845	0.396500	-0.001118	0.161778	0.279577	-0.281158	0.161778
cuticle	-0.160020	-0.179966	-0.123155	-0.170619	-0.189717	-0.089766	-0.254796	-0.013504	-0.089766
cutie	0.137980	0.028034	-0.036155	0.097579	-0.018479	0.106152	0.055933	-0.082066	0.106152
cutlass	-0.327020	0.148034	0.027845	-0.291144	0.189390	-0.094859	-0.071951	0.339789	-0.094859
cutlery	0.051980	-0.199966	-0.155155	0.000064	-0.257380	0.022738	-0.181950	-0.182040	0.022738
cutoff	-0.068020	0.010034	0.017845	-0.051656	0.028802	-0.039345	-0.016160	0.056892	-0.039345
cutter	-0.073020	0.231034	0.082845	-0.057686	0.247169	0.033938	0.133985	0.215565	0.033938
cutters	-0.303020	0.153034	-0.009155	-0.288974	0.169629	-0.055175	-0.084390	0.324282	-0.055175
cutthroat	-0.390020	0.323034	0.162845	-0.306700	0.417003	-0.122590	0.077996	0.511736	-0.122590
cutting	-0.052020	-0.124966	0.035845	-0.009012	-0.075373	-0.117665	-0.059669	-0.046924	-0.117665
cutting board	-0.163020	0.040034	-0.158155	-0.222913	-0.026703	0.052803	-0.176505	0.138741	0.052803
cuttings	-0.021020	-0.107966	-0.067155	-0.034361	-0.122128	-0.022637	-0.110654	-0.062061	-0.022637
cwt	-0.000020	-0.089966	-0.116155	-0.042500	-0.137190	0.030962	-0.127060	-0.066956	0.030962
cyanide	-0.271020	0.167034	0.044845	-0.237431	0.205349	-0.069438	-0.022686	0.313093	-0.069438
cyberspace	0.176980	0.094034	0.110845	0.192173	0.109441	0.059522	0.213274	-0.058500	0.059522
cycle	0.134980	-0.099966	0.032845	0.147320	-0.086200	-0.012564	0.043218	-0.165124	-0.012564
cyclical	-0.120020	-0.049966	0.053845	-0.070277	0.007109	-0.121702	-0.044666	0.054720	-0.121702
cyclist	0.183980	0.082034	0.075845	0.183162	0.079451	0.080435	0.185695	-0.073335	0.080435
cyclone	-0.084020	0.296034	0.172845	-0.033567	0.351340	0.002115	0.224700	0.272170	0.002115
cylinder	-0.041020	-0.175966	-0.053155	-0.034740	-0.167451	-0.078901	-0.142971	-0.093841	-0.078901
cylindrical	-0.042020	-0.205966	-0.086155	-0.047010	-0.209932	-0.073000	-0.181685	-0.115203	-0.073000
cymbal	0.041980	-0.136966	-0.138155	-0.009797	-0.194592	0.040582	-0.144525	-0.130669	0.040582
cynic	-0.365020	0.132034	-0.027155	-0.348052	0.152435	-0.083866	-0.138322	0.353898	-0.083866
cynical	-0.344020	0.260034	-0.026155	-0.348548	0.255232	-0.004756	-0.065984	0.426937	-0.004756
cynicism	-0.396020	0.280034	-0.046155	-0.406074	0.269185	-0.004944	-0.096795	0.477481	-0.004944
cyst	-0.327020	0.078034	-0.188155	-0.384674	0.014544	0.015762	-0.261721	0.282289	0.015762
cystic	-0.186020	-0.018966	-0.100155	-0.206045	-0.040270	-0.030296	-0.174172	0.117221	-0.030296
cytomegalovirus	-0.314020	0.157034	-0.057155	-0.322179	0.148663	-0.025195	-0.122695	0.332936	-0.025195
cytoplasm	-0.122020	-0.057966	-0.026155	-0.109322	-0.042540	-0.071918	-0.107383	0.047222	-0.071918
czar	-0.020020	-0.151966	0.142845	0.074168	-0.044748	-0.190777	0.020803	-0.084087	-0.190777
dab	0.009980	-0.162966	-0.160155	-0.044143	-0.222865	0.026265	-0.188803	-0.126375	0.026265
dabble	0.049980	0.030034	-0.009155	0.034274	0.011844	0.046571	0.032611	-0.015860	0.046571
dabbling	0.061980	0.226034	0.175845	0.104429	0.271926	0.031706	0.266123	0.118438	0.031706
dad	0.356980	-0.087966	0.285845	0.459061	0.025441	-0.074135	0.342594	-0.306616	-0.074135
daddy	0.294980	-0.099966	0.235845	0.383234	-0.001675	-0.075881	0.269803	-0.272172	-0.075881
dado	0.009980	-0.259966	-0.136155	-0.018105	-0.289883	-0.043129	-0.217780	-0.192176	-0.043129
daemon	-0.167020	-0.009966	-0.000155	-0.142839	0.018334	-0.085182	-0.088038	0.113967	-0.085182
daft	-0.245020	-0.063966	-0.343155	-0.367264	-0.199716	0.084337	-0.400915	0.118474	0.084337
dagger	-0.276020	0.297034	0.112845	-0.228428	0.350264	-0.047816	0.086151	0.409197	-0.047816
daily	0.152980	-0.152966	-0.027155	0.141897	-0.165324	0.008483	-0.016566	-0.217238	0.008483
dainty	0.103980	-0.215966	-0.076155	0.085395	-0.236049	-0.015531	-0.106528	-0.227295	-0.015531
daiquiri	0.169980	0.019034	-0.100155	0.095752	-0.065703	0.160628	0.021248	-0.114165	0.160628
dairy	0.132980	-0.244966	-0.038155	0.133066	-0.244001	-0.043642	-0.078443	-0.266627	-0.043642
daisy	0.061980	-0.132966	-0.167155	-0.007082	-0.210202	0.072298	-0.153643	-0.143628	0.072298
dak	0.009980	-0.082966	-0.076155	-0.015652	-0.111325	0.012008	-0.089787	-0.067651	0.012008
dale	0.121980	-0.229966	-0.135155	0.074630	-0.282454	0.026082	-0.146954	-0.252496	0.026082
dam	-0.250020	0.053034	-0.106155	-0.274962	0.026088	-0.017524	-0.175980	0.212874	-0.017524
damage	-0.441020	0.226034	-0.097155	-0.461427	0.204164	-0.020763	-0.181913	0.470644	-0.020763
damaged	-0.396020	0.135034	-0.318155	-0.515362	0.002104	0.103374	-0.362928	0.365904	0.103374
damages	-0.418020	0.260034	-0.190155	-0.491411	0.178132	0.072818	-0.221522	0.473438	0.072818
dame	0.193980	-0.019966	-0.000155	0.170444	-0.047497	0.081973	0.086937	-0.154108	0.081973
damn	-0.427020	0.284034	-0.069155	-0.444518	0.264962	-0.001745	-0.126965	0.501678	-0.001745
damnation	-0.365020	0.250034	-0.084155	-0.393113	0.218890	0.019701	-0.123195	0.432751	0.019701
damned	-0.400020	0.260034	-0.035155	-0.401247	0.259286	-0.025333	-0.100382	0.467067	-0.025333
damp	-0.140020	-0.220966	-0.290155	-0.227617	-0.317264	0.012474	-0.385289	-0.063390	0.012474
dampened	-0.229020	-0.077966	-0.164155	-0.265183	-0.116783	-0.038929	-0.270091	0.104935	-0.038929
damper	-0.041020	-0.121966	-0.027155	-0.030288	-0.108804	-0.067380	-0.098353	-0.055520	-0.067380
damsel	0.218980	-0.024966	-0.100155	0.144643	-0.109820	0.160077	0.024623	-0.179932	0.160077
dance	0.393980	0.340034	0.050845	0.313973	0.245262	0.338668	0.395439	-0.048586	0.338668
dancer	0.239980	0.268034	0.044845	0.188829	0.207171	0.229929	0.280014	0.012970	0.229929
dancing	0.384980	0.368034	-0.056155	0.250508	0.211794	0.423321	0.326897	-0.027375	0.423321
dandruff	-0.102020	-0.201966	-0.207155	-0.157678	-0.262655	-0.016169	-0.297221	-0.074230	-0.016169
dandy	0.172980	0.020034	0.129845	0.208916	0.059326	0.004194	0.189676	-0.105776	0.004194
danger	-0.385020	0.423034	0.172845	-0.312501	0.504131	-0.072588	0.135503	0.577446	-0.072588
dangerous	-0.480020	0.441034	0.157845	-0.404460	0.526003	-0.097869	0.085944	0.657937	-0.097869
dangerously	-0.418020	0.430034	0.063845	-0.394521	0.456081	-0.009478	0.043530	0.601466	-0.009478
dangit	-0.104020	0.106034	-0.142155	-0.174109	0.027012	0.105962	-0.104013	0.142214	0.105962
dangle	-0.138020	-0.030966	-0.125155	-0.174832	-0.071380	0.003334	-0.174098	0.073152	0.003334
dank	-0.110020	-0.118966	-0.117155	-0.133656	-0.144112	-0.036748	-0.196412	-0.007394	-0.036748
dapper	0.269980	0.060034	0.197845	0.319455	0.113719	0.025537	0.306300	-0.145478	0.025537
dare	0.176980	0.288034	0.183845	0.198345	0.309072	0.114970	0.358798	0.078296	0.114970
daredevil	-0.071020	0.214034	0.152845	-0.019722	0.270771	-0.022583	0.177519	0.205409	-0.022583
daresay	0.039980	-0.048966	-0.010155	0.036953	-0.052281	-0.000576	-0.010838	-0.063098	-0.000576
daring	0.082980	0.340034	0.210845	0.122391	0.381604	0.079769	0.356378	0.183291	0.079769
dark	-0.302020	-0.101966	-0.074155	-0.281322	-0.076151	-0.148900	-0.252772	0.145077	-0.148900
darken	-0.250020	-0.028966	-0.118155	-0.268493	-0.048070	-0.053948	-0.223844	0.155863	-0.053948
darkened	-0.365020	-0.059966	-0.048155	-0.329489	-0.017357	-0.174040	-0.245257	0.220711	-0.174040
darkly	-0.281020	0.048034	-0.057155	-0.277401	0.053470	-0.068820	-0.158343	0.233961	-0.068820
darkness	-0.398020	0.102034	-0.082155	-0.398551	0.103132	-0.078113	-0.208893	0.354743	-0.078113
darkroom	-0.312020	0.127034	-0.077155	-0.325600	0.112751	-0.026813	-0.150507	0.309961	-0.026813
darkside	-0.398020	0.190034	-0.135155	-0.437206	0.147004	0.006350	-0.205204	0.413099	0.006350
darling	0.384980	-0.129966	0.107845	0.403826	-0.110170	0.038962	0.207646	-0.363451	0.038962
darn	-0.385020	0.265034	-0.082155	-0.411664	0.235540	0.016936	-0.124539	0.457642	0.016936
dart	-0.083020	0.108034	-0.000155	-0.087911	0.102290	0.019290	0.010168	0.134493	0.019290
dash	0.073980	-0.187966	-0.176155	0.007163	-0.262373	0.054260	-0.180460	-0.190591	0.054260
dashboard	0.009980	-0.128966	0.094845	0.073537	-0.056578	-0.130838	0.011991	-0.092005	-0.130838
dashed	-0.224020	-0.106966	-0.162155	-0.255571	-0.140423	-0.053721	-0.280010	0.081422	-0.053721
dashing	0.111980	0.127034	0.298845	0.221610	0.248950	-0.083058	0.332736	0.019333	-0.083058
dastardly	-0.292020	0.188034	-0.230155	-0.391090	0.076947	0.121373	-0.222133	0.330953	0.121373
data	-0.000020	-0.249966	-0.074155	0.001612	-0.246428	-0.085163	-0.173111	-0.175391	-0.085163
database	0.103980	-0.213966	0.143845	0.191005	-0.115137	-0.165967	0.053647	-0.216475	-0.165967
date	0.103980	-0.268966	-0.100155	0.081756	-0.292786	-0.027885	-0.149221	-0.264842	-0.027885
datenight	0.207980	0.137034	0.017845	0.167756	0.089558	0.161832	0.181948	-0.055294	0.161832
daughter	0.407980	-0.084966	-0.045155	0.343316	-0.159653	0.179862	0.129869	-0.355653	0.179862
dawdle	-0.021020	-0.035966	-0.143155	-0.081699	-0.103925	0.068947	-0.131256	-0.015716	0.068947
dawn	0.326980	-0.264966	0.018845	0.331048	-0.260546	-0.001044	0.049852	-0.418320	-0.001044
dawned	0.193980	-0.028966	-0.027155	0.158790	-0.069559	0.095664	0.063096	-0.161468	0.095664
day	0.218980	-0.230966	-0.111155	0.170110	-0.285741	0.055385	-0.081763	-0.322335	0.055385
daybreak	0.301980	-0.141966	-0.026155	0.269424	-0.179473	0.085030	0.063605	-0.317419	0.085030
daycare	0.275980	-0.018966	-0.140155	0.173721	-0.135646	0.218150	0.026923	-0.218755	0.218150
daydream	0.249980	-0.162966	-0.044155	0.218984	-0.198262	0.061120	0.014652	-0.295037	0.061120
daydreaming	0.275980	-0.139966	-0.021155	0.249077	-0.170965	0.070245	0.055233	-0.297015	0.070245
daylight	0.364980	-0.079966	0.044845	0.348757	-0.099881	0.100040	0.175982	-0.317235	0.100040
daymade	0.145980	-0.049966	-0.083155	0.093511	-0.109587	0.099840	-0.011367	-0.143612	0.099840
dayoff	0.259980	-0.131966	-0.123155	0.184960	-0.217107	0.137208	-0.022731	-0.284305	0.137208
daytime	0.249980	-0.175966	-0.046155	0.219962	-0.210072	0.055413	0.006993	-0.304080	0.055413
daze	-0.255020	0.235034	-0.171155	-0.337750	0.141806	0.124042	-0.138553	0.339097	0.124042
dazed	-0.200020	0.197034	-0.223155	-0.309606	0.073493	0.165445	-0.166957	0.270891	0.165445
dazzle	0.229980	0.282034	0.182845	0.244535	0.295126	0.137730	0.381598	0.035773	0.137730
dazzling	0.353980	0.380034	0.266845	0.377435	0.401737	0.192571	0.550958	0.017184	0.192571
deacon	0.030980	-0.069966	0.235845	0.150741	0.065185	-0.185757	0.152683	-0.060497	-0.185757
deactivate	-0.265020	-0.052966	-0.108155	-0.273050	-0.060058	-0.081087	-0.235543	0.150609	-0.081087
dead	-0.448020	-0.045966	-0.306155	-0.527468	-0.132428	-0.028397	-0.466617	0.279335	-0.028397
deadbeat	-0.271020	-0.046966	-0.132155	-0.290682	-0.067161	-0.064156	-0.253033	0.158054	-0.064156
deadline	-0.286020	0.115034	-0.040155	-0.283540	0.118761	-0.046405	-0.116517	0.284470	-0.046405
deadlines	-0.094020	0.269034	-0.089155	-0.164299	0.188629	0.163072	0.017204	0.249558	0.163072
deadlock	-0.330020	-0.081966	-0.177155	-0.358076	-0.111021	-0.080446	-0.331701	0.174695	-0.080446
deadly	-0.357020	0.349034	0.053845	-0.334554	0.374102	-0.017568	0.027965	0.501096	-0.017568
deaf	-0.314020	-0.175966	-0.339155	-0.408207	-0.278946	-0.012447	-0.485891	0.091401	-0.012447
deafening	-0.219020	0.335034	-0.018155	-0.247936	0.301509	0.090374	0.037882	0.388516	0.090374
deafness	-0.375020	-0.086966	-0.281155	-0.446261	-0.164346	-0.033057	-0.431765	0.199344	-0.033057
deal	0.218980	0.099034	0.042845	0.194966	0.070005	0.129163	0.187363	-0.088361	0.129163
dealer	0.298980	0.115034	0.182845	0.329068	0.146339	0.079708	0.336163	-0.129209	0.079708
dealership	0.040980	-0.069966	0.128845	0.107868	0.005586	-0.107279	0.080224	-0.072325	-0.107279
dealing	0.223980	-0.084966	0.097845	0.253239	-0.052784	-0.006605	0.141743	-0.216391	-0.006605
dealings	0.099980	-0.008966	-0.020155	0.077987	-0.034271	0.056799	0.030912	-0.079378	0.056799
dean	0.111980	-0.030966	0.222845	0.208618	0.077394	-0.116820	0.202241	-0.092789	-0.116820
dear	0.379980	-0.065966	0.128845	0.400060	-0.045186	0.056986	0.250933	-0.314837	0.056986
dearest	0.401980	-0.072966	0.007845	0.361857	-0.120065	0.147029	0.170973	-0.340770	0.147029
dearth	-0.344020	0.039034	-0.245155	-0.420972	-0.045821	0.025639	-0.330072	0.265272	0.025639
death	-0.469020	0.220034	-0.028155	-0.451498	0.241085	-0.084944	-0.148785	0.489730	-0.084944
deathbed	-0.449020	0.152034	-0.189155	-0.501575	0.094514	-0.001551	-0.287836	0.421499	-0.001551
deathly	-0.427020	0.271034	0.181845	-0.321745	0.390303	-0.181707	0.048478	0.503494	-0.181707
debacle	-0.344020	0.106034	-0.234155	-0.425682	0.015420	0.054577	-0.290099	0.311906	0.054577
debased	-0.281020	0.029034	-0.330155	-0.405986	-0.110198	0.108855	-0.364997	0.209154	0.108855
debatable	-0.319020	0.110034	-0.026155	-0.304556	0.127489	-0.074551	-0.125205	0.305502	-0.074551
debate	-0.092020	0.191034	0.182845	-0.019982	0.271408	-0.065821	0.177785	0.206044	-0.065821
debauchery	-0.146020	0.401034	-0.000155	-0.186078	0.354075	0.148849	0.118792	0.381946	0.148849
debenture	-0.083020	0.000034	-0.034155	-0.088151	-0.005245	-0.016151	-0.066041	0.058623	-0.016151
debilitating	-0.375020	-0.009966	-0.192155	-0.414915	-0.052572	-0.052392	-0.330563	0.256215	-0.052392
debit	-0.167020	-0.099966	-0.026155	-0.141916	-0.070014	-0.116323	-0.149857	0.050842	-0.116323
debrief	-0.253020	-0.156966	0.048845	-0.171575	-0.062666	-0.240163	-0.165634	0.077010	-0.240163
debriefing	-0.073020	0.080034	-0.044155	-0.096275	0.053742	0.039117	-0.030075	0.106078	0.039117
debris	-0.365020	-0.103966	-0.173155	-0.383094	-0.121420	-0.111926	-0.356746	0.185031	-0.111926
debt	-0.296020	0.098034	-0.164155	-0.349333	0.039110	0.024954	-0.219360	0.274671	0.024954
debtor	-0.281020	0.046034	-0.340155	-0.413339	-0.101593	0.125007	-0.364112	0.220437	0.125007
debut	0.305980	0.106034	0.128845	0.310462	0.108523	0.115343	0.296267	-0.142792	0.115343
debutante	0.270980	0.127034	-0.046155	0.192851	0.036565	0.230585	0.162222	-0.110511	0.230585
decade	0.030980	-0.097966	0.164845	0.120743	0.003595	-0.152115	0.087920	-0.082836	-0.152115
decadence	-0.263020	-0.044966	-0.209155	-0.321139	-0.108528	-0.006207	-0.303821	0.150339	-0.006207
decadent	-0.210020	0.059034	-0.176155	-0.275009	-0.013289	0.053084	-0.203857	0.185064	0.053084
decaf	-0.020020	-0.175966	-0.147155	-0.061854	-0.221758	-0.004118	-0.200544	-0.113069	-0.004118
decanter	-0.062020	0.067034	0.009845	-0.058837	0.070535	0.000098	0.008272	0.091480	0.000098
decathlon	0.072980	0.253034	0.119845	0.082939	0.262090	0.090251	0.243972	0.126679	0.090251
decay	-0.357020	-0.187966	-0.330155	-0.439221	-0.277109	-0.045745	-0.506522	0.114630	-0.045745
decayed	-0.483020	-0.124966	-0.331155	-0.557935	-0.205576	-0.070966	-0.539884	0.249155	-0.070966
decaying	-0.427020	0.010034	-0.286155	-0.508065	-0.078734	-0.001612	-0.414929	0.303583	-0.001612
deceased	-0.479020	0.038034	-0.312155	-0.569674	-0.061433	0.006693	-0.446260	0.359381	0.006693
decedent	-0.077020	-0.018966	-0.085155	-0.104683	-0.049525	0.011489	-0.109041	0.039003	0.011489
deceit	-0.480020	0.196034	-0.157155	-0.519515	0.153108	-0.014434	-0.259089	0.475616	-0.014434
deceitful	-0.429020	0.288034	-0.129155	-0.475727	0.236055	0.040804	-0.169473	0.503306	0.040804
deceive	-0.406020	0.275034	-0.086155	-0.433220	0.244971	0.015100	-0.133112	0.479554	0.015100
deceived	-0.441020	0.173034	-0.198155	-0.502134	0.105685	0.019917	-0.280332	0.429793	0.019917
deceiving	-0.401020	0.136034	-0.074155	-0.402368	0.135999	-0.066528	-0.188352	0.380683	-0.066528
december	0.239980	0.040034	-0.036155	0.183883	-0.024848	0.161461	0.112455	-0.147595	0.161461
decency	0.249980	-0.264966	0.133845	0.319905	-0.185923	-0.117067	0.094740	-0.357674	-0.117067
decent	0.322980	-0.203966	0.152845	0.382991	-0.136940	-0.062005	0.173985	-0.367647	-0.062005
deception	-0.410020	0.245034	-0.130155	-0.453377	0.197006	0.027143	-0.181282	0.459890	0.027143
deceptive	-0.473020	0.105034	-0.206155	-0.523469	0.050350	-0.026932	-0.334546	0.405751	-0.026932
decide	0.155980	0.040034	0.354845	0.299562	0.200511	-0.148004	0.353605	-0.070040	-0.148004
decidedly	0.249980	-0.019966	0.342845	0.383932	0.129510	-0.127494	0.363058	-0.179903	-0.127494
deciduous	-0.115020	-0.146966	-0.218155	-0.182415	-0.221168	0.015166	-0.285376	-0.027402	0.015166
decimal	0.006980	-0.240966	-0.195155	-0.051936	-0.305713	0.006428	-0.252896	-0.179447	0.006428
decimeter	0.019980	-0.207966	-0.123155	-0.010975	-0.241529	-0.018962	-0.178547	-0.163026	-0.018962
decipher	-0.083020	0.130034	0.151845	-0.018023	0.202840	-0.073411	0.130685	0.156174	-0.073411
decision	0.145980	0.010034	0.338845	0.287703	0.168681	-0.158115	0.322712	-0.084161	-0.158115
decisive	0.239980	0.009034	0.434845	0.415253	0.204904	-0.179836	0.438517	-0.148739	-0.179836
deck	-0.080020	-0.166966	-0.106155	-0.095282	-0.182536	-0.056140	-0.196447	-0.061698	-0.056140
declaration	0.050980	0.090034	0.213845	0.133531	0.182075	-0.073844	0.223167	0.034326	-0.073844
declaratory	0.134980	0.082034	0.172845	0.187538	0.139850	-0.009802	0.231498	-0.033720	-0.009802
declare	0.176980	0.123034	0.167845	0.215283	0.164267	0.036067	0.268382	-0.036073	0.036067
declination	-0.250020	0.049034	-0.189155	-0.314321	-0.022206	0.037462	-0.237961	0.206556	0.037462
decline	-0.327020	-0.008966	-0.260155	-0.406343	-0.096266	0.017939	-0.355398	0.219258	0.017939
declining	-0.172020	-0.099966	-0.236155	-0.247329	-0.183057	0.025925	-0.304329	0.045447	0.025925
deco	0.124980	-0.225966	-0.144155	0.072291	-0.284512	0.035895	-0.150063	-0.252297	0.035895
decode	0.050980	0.010034	0.139845	0.109854	0.075957	-0.066475	0.131388	-0.023969	-0.066475
decoder	0.061980	-0.159966	0.185845	0.166885	-0.041118	-0.185546	0.088931	-0.147081	-0.185546
decompose	-0.306020	0.096034	-0.259155	-0.403404	-0.012444	0.084514	-0.294049	0.276450	0.084514
decomposed	-0.427020	-0.057966	-0.269155	-0.489727	-0.125621	-0.050380	-0.435116	0.257462	-0.050380
decomposition	-0.367020	0.100034	-0.237155	-0.446095	0.012512	0.042376	-0.306590	0.324284	0.042376
decompress	-0.062020	-0.069966	0.008845	-0.038860	-0.043037	-0.073876	-0.057910	-0.002954	-0.073876
decompression	-0.292020	0.020034	-0.189155	-0.346265	-0.039433	0.001576	-0.272730	0.216963	0.001576
decontamination	0.110980	0.038034	0.072845	0.125240	0.053167	0.023619	0.126152	-0.050963	0.023619
decor	0.233980	-0.188966	0.072845	0.265371	-0.153736	-0.041284	0.078938	-0.296354	-0.041284
decorate	0.453980	-0.129966	-0.096155	0.365214	-0.231764	0.212458	0.094363	-0.422128	0.212458
decorating	0.362980	0.048034	-0.038155	0.287959	-0.038951	0.226009	0.176075	-0.231160	0.226009
decoration	0.377980	0.053034	0.025845	0.330977	-0.002524	0.191825	0.232252	-0.235821	0.191825
decorative	0.407980	-0.039966	-0.119155	0.300973	-0.162642	0.255354	0.097815	-0.327825	0.255354
decorator	0.339980	-0.028966	-0.045155	0.276223	-0.102605	0.177869	0.122767	-0.267872	0.177869
decorum	0.301980	-0.172966	-0.038155	0.268277	-0.211555	0.076400	0.040109	-0.339292	0.076400
decoy	-0.351020	-0.039966	-0.170155	-0.379116	-0.069225	-0.072419	-0.317025	0.219126	-0.072419
decrease	-0.375020	-0.139966	-0.233155	-0.415239	-0.182053	-0.095001	-0.422349	0.164888	-0.095001
decreased	-0.276020	-0.228966	-0.330155	-0.363140	-0.323856	-0.029361	-0.485779	0.027778	-0.029361
decreasing	-0.180020	-0.153966	-0.276155	-0.265430	-0.248017	0.020220	-0.363062	0.012313	0.020220
decree	0.051980	-0.021966	0.245845	0.166525	0.106858	-0.156445	0.193311	-0.042191	-0.156445
decrement	-0.245020	-0.072966	-0.127155	-0.261937	-0.090048	-0.069338	-0.248891	0.121543	-0.069338
decrepit	-0.344020	-0.009966	-0.275155	-0.428097	-0.102510	0.019597	-0.375196	0.230225	0.019597
decry	-0.100020	0.314034	0.047845	-0.110249	0.300980	0.090369	0.134867	0.290783	0.090369
decryption	-0.041020	-0.054966	0.099845	0.020845	0.015320	-0.118337	0.025572	-0.003907	-0.118337
dedicate	0.322980	-0.068966	0.087845	0.331540	-0.060796	0.056337	0.191445	-0.277424	0.056337
dedication	0.366980	-0.028966	0.181845	0.408821	0.016145	0.034431	0.300496	-0.277664	0.034431
deduce	-0.010020	0.010034	-0.034155	-0.026595	-0.008639	0.024202	-0.024914	0.012697	0.024202
deduct	-0.145020	-0.169966	-0.088155	-0.142308	-0.164886	-0.101250	-0.217219	-0.015965	-0.101250
deductible	-0.125020	-0.213966	-0.045155	-0.097764	-0.181067	-0.145284	-0.197163	-0.058905	-0.145284
deduction	-0.062020	-0.037966	0.026845	-0.034973	-0.006878	-0.068834	-0.029593	0.019866	-0.068834
deed	0.019980	-0.179966	0.091845	0.088345	-0.101877	-0.151785	-0.009568	-0.134507	-0.151785
deejay	0.050980	0.130034	-0.027155	0.011540	0.084431	0.113945	0.067861	0.051542	0.113945
deem	0.093980	0.029034	0.189845	0.168225	0.111879	-0.069999	0.198063	-0.039843	-0.069999
deep	-0.010020	-0.026966	0.156845	0.070878	0.064376	-0.127514	0.095639	-0.004598	-0.127514
deepen	0.124980	0.030034	0.275845	0.236250	0.154379	-0.113864	0.276217	-0.057892	-0.113864
deer	0.082980	-0.124966	-0.208155	-0.009876	-0.229178	0.114938	-0.169037	-0.155069	0.114938
defamation	-0.390020	0.170034	-0.019155	-0.371468	0.192111	-0.080620	-0.126824	0.398510	-0.080620
