1853 1854 1855 1856 1857 1858 1859 1860 1861 1862 1863 1864 1865 1866 1867 1868 1869 1870 1871 1872 1873 1874 1875 1876 1877 1878 1879 1880 1881 1882 1883 1884 1885 1886 1887 1888 1889 1890 1891 1892 1893 1894 1895 1896 1897 1898 1899 1900 1901 1902 1903 1904 1905 1906 1907 1908 1909 1910 1911 1912 1913 1914 1915 1916 1917 1918 1919 1920 1921 1922 1923 1924 1925 1926 1927 1928 1929 1930 1931 1932 1933 1934 1935 1936 1937 1938 1939 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 30 11 7 5 -9999 9 9 5 6 12 8 6 11 7 16 7 12 13 5 7 6 17 6 8 6 6 7 7 9 5 10 14 9 6 6 16 5 12 5 8 7 8 10 6 5 22 6 7 8 8 18 10 8 5 10 8 6 11 11 6 4 15 6 11 13 11 7 5 16 25 5 6 7 20 7 9 6 14 20 9 14 11 11 7 15 6 6 -9999 7 21 17 7 25 11 12 10 7 7 14 4 14 5 17 8 13 6 8 29 11 8 8 15 10 4 9 -9999 6 30 15 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 7 9 21 -9999 -9999 -9999 -9999 -9999 6 16 10 10 -9999 7 11 6 7 17 9 12 14 6 8 9 20 13 9 7 7 4 13 5 9 7 13 5 8 9 6 12 7 9 7 6 7 14 15 14 8 6 5 13 6 6 11 24 10 5 4 7 23 9 10 13 5 16 12 14 6 5 7 6 8 15 5 6 8 14 8 28 6 13 5 17 7 5 23 15 7 16 21 13 12 5 12 7 12 18 5 11 11 11 6 7 6 7 13 -9999 13 6 5 9 10 5 7 12 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 10 19 6 11 15 8 7 6 6 16 9 9 7 9 6 7 12 14 5 9 17 4 6 8 18 6 15 6 7 10 12 9 7 14 16 6 7 7 14 12 11 6 13 6 6 8 15 19 5 5 6 8 27 20 9 10 6 9 18 5 6 12 6 7 13 8 21 6 6 5 12 17 10 7 13 12 10 6 8 15 9 15 9 14 11 8 12 14 11 13 5 10 36 18 6 8 6 16 15 7 -9999 -9999 6 10 8 -9999 -9999 8 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 6 9 9 17 5 7 14 6 12 5 7 11 11 18 7 4 8 10 12 8 6 8 6 7 16 8 5 4 10 9 6 8 17 5 7 11 7 7 5 10 6 6 11 6 9 5 10 7 23 6 7 6 5 8 14 18 12 5 -9999 7 7 6 10 10 6 8 16 5 13 8 9 5 7 5 5 6 8 9 13 24 5 7 11 6 6 6 14 14 11 9 8 6 13 8 5 6 6 10 5 6 14 21 5 9 19 14 14 7 17 5 5 8 11 12 12 6 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 23 7 16 6 7 5 5 9 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 6 7 5 5 5 5 10 11 5 7 12 7 6 5 16 5 5 6 6 6 6 12 5 12 7 14 19 6 5 12 6 5 5 6 9 6 13 12 6 6 10 8 5 7 9 12 6 10 13 15 6 6 -9999 -9999 -9999 -9999 -9999 8 22 7 7 19 10 19 10 8 17 14 6 15 12 13 15 5 14 9 11 6 8 9 7 11 20 20 8 5 12 11 12 20 6 5
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 8 5 7 5 7 9 8 8 6 17 3 16 5 4 7 11 6 5 9 5 7 15 6 7 5 9 5 6 6 4 7 5 16 7 15 6 11 7 5 7 14 11 5 4 12 12 5 17 11 7 8 11 8 5 8 10 11 6 13 6 30 7 6 4 13 6 5 15 6 26 6 7 11 14 10 20 8 5 10 6 5 11 6 8 5 7 7 10 5 8 8 13 8 -9999 -9999 5 5 13 22 12 25 12 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 6 7 -9999 15 9 6 10 6 12 5 8 8 9 11 7 10 6 10 5 9 7 8 10 8 4 18 5 12 12 13 9 5 19 -9999 14 6 8 9 5 9 5 6 11 7 7 10 8 25 12 6 8 7 5 8 22 19 12 5 6 7 -9999 17 16 9 6 8 6 -9999 16 -9999 16 9 7 13 21 7 7 5 13 20 6 6 6 5 11 6 14 8 8 22 9 17 12 7 11 6 7 16 5 11 21 15 9 7 19 11 6 8 19 14 5 10 13 7 8 10 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 9 7 8 5 8 7 13 7 5 12 6 14 7 7 8 6 14 7 11 7 23 17 4 7 25 9 10 4 14 7 14 6 8 6 7 10 9 11 -9999 5 8 5 8 13 18 5 5 5 11 20 14 7 10 6 7 6 21 15 11 12 8 6 9 14 7 7 6 -9999 5 -9999 -9999 -9999 13 10 8 7 6 18 10 8 9 9 20 5 8 13 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 18 17 13 6 8 7 19 10 7 9 5 11 13 6 7 16 20 6 6 6 15 9 5 7 7 6 7 3 7 5 15 5 6 6 6 8 6 7 11 7 8 4 10 6 7 8 7 7 5 7 16 9 6 14 7 5 7 12 7 7 5 9 7 20 7 11 7 7 9 12 6 15 6 14 7 13 13 10 6 6 5 12 21 5 6 6 6 8 6 17 8 12 8 7 9 11 11 5 6 6 13 5 16 8 19 7 8 9 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 8 17 -9999 19 6 -9999 9 11 6 9 -9999 5 -9999 25 -9999 -9999 -9999 12 -9999 -9999 11 10 -9999 8 12 9 27 11 14 7 8 6 -9999 14 16 6 7 21 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 10 7 12 5 6 6 9 6 6 10 12 8 6 11 14 16 6 6 6 10 5 5 12 7 7 5 -9999 12 5 8 7 13 9 6 10 5 9 7 8 7 4 10 6 6 5 7 8 6 18 22 15 6 16 10 5 8 17 21 13 5 7 8 21 7 8 6 6 8 7 5 6 9 14 6 12 14 16 7 9 4 13 22 16 7 6 5 7 6 20 11 9 31 12 9 11 17 9 12 7 16 6 11 20 12 6 8 20 8 6 12 16 21 6 10 12 5 9 10 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 11 15 27 9 18 6 9 5 -9999 5 13 5 12 35 16 6 8 6 14 -9999 14 22 13 10 8 16 5 12 8 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 22 13 11 7 10 14 19 5 7 5 6 6 10 11 7 12 25 6 4 7 7 10 10 -9999 -9999 6 13 5 12 5 4 13 5 10 5 11 5 7 12 7 9 5 9 5 26 14 5 8 6 17 11 8 7 15 7 6 7 11 14 7 5 10 20 7 24 -9999 6 6 10 14 5 20 9 20 6 15 12 5 8 10 15 8 17 4 15 8 7 7 7 24 8 27 19 8 11 12 5 14 6 4 6 5 -9999 7 12 6 8 6 18 13 11 12 12 6 7 21 13 9 -9999 -9999
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 7 7 5 6 10 8 4 4 11 5 6 5 8 5 6 6 7 7 4 13 5 12 7 3 7 6 13 5 18 7 19 18 6 5 12 10 6 5 7 6 5 14 8 6 6 10 6 5 15 5 10 5 10 10 24 6 10 5 9 -9999 4 10 8 11 6 7 14 12 14 10 6 10 5 6 11 10 10 7 5 12 19 18 6 7 6 7 13 15 19 5 6 16 17 4 25 7 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 7 5 -9999 -9999 8 7 11 6 10 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 8 7 9 4 14 5 8 -9999 11 12 7 11 8 16 6 7 10 4 8 5 11 7 7 8 14 17 10 -9999 6 21 11 4 7 12 7 6 5 24 7 9 17 8 12 6 7 15 15 14 11 19 6 11 8 22 7 5 5 12 16 5 10 5 6 7 6 9 10 22 28 7 8 10 10 12 5 6 6 5 8 26 11 5 8 14 8 14 6 18 9 7 8 11 -9999 9 8 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 12 5 8 10 17 20 7 5 9 10 7 7 6 8 6 -9999 13 7 5 4 20 -9999 5 5 8 5 7 10 7 7 4 9 5 12 14 5 -9999 5 13 13 23 6 8 6 5 7 14 13 13 4 5 8 9 14 7 8 6 9 13 6 20 10 20 5 13 14 5 6 6 5 15 23 5 8 9 6 7 6 18 9 10 33 8 11 11 10 5 9 7 11 5 11 8 20 7 8 12 11 12 7 23 6 8 7 19 5 15 8 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 3 6 4 4 7 10 4 5 8 5 8 5 6 9 4 13 5 6 17 14 6 5 13 5 7 6 18 6 5 6 11 10 12 5 10 6 6 11 13 6 6 11 6 5 12 12 14 5 8 9 8 8 15 10 13 13 5 7 6 -9999 7 8 29 18 17 7 6 7 13 8 18 6 9 5 4 10 7 9 5 6 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 5 7 28 17 25 22 7 5 6 6 6 6 13 11 4 6 8 -9999 6 7 35 7 15 16 27 16 5 10 26 5 23 6 5
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 5 16 5 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 5 8 14 5 4 7 6 6 19 12 5 6 11 6 5 11 9 11 5 10 11 13 6 10 5 11 6 5 17 10 16 7 7 8 8 8 8 6 11 6 6 19 9 4 6 5 10 12 12 6 7 6 9 13 -9999 23 4 5 14 15 5 26 5 5
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 9 7 9 9 8 5 6 6 11 5 8 10 9 8 5 6 6 5 8 11 5 6 10 6 7 11 11 16 -9999 3 18 5 9 5 8 5 18 7 7 9 4 9 12 13 11 9 7 15 19 13 9 7 12 10 4 11 24 25 16 4 6 9 18 17 12 -9999 -9999 10 6 10 17 6 -9999 13 7 14 14 6 -9999 5 12 7 4 7 12 5 8 6 10 12 11 21 12 8 11 18 22 11 6 11 6 6 10 9 11 9 13 17 11 14 11 11 5 14 12 9 7 -9999 -9999
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 18 7 7 18 9 11 14 6 7 5 6 6 5 12 11 6 12 8 5 6 5 10 9 8 9 5 13 3 8 5 3 6 7 6 5 8 5 6 13 6 7 5 10 6 6 8 4 8 6 13 19 22 7 14 6 6 6 10 23 8 4 8 12 5 17 13 7 6 9 8 5 9 12 14 6 13 6 11 6 14 5 11 14 5 15 12 15 6 6 30 16 18 11 7 6 6 5 5 8 10 11 4 7 15 12 5 7 21 14 6 10 18 5 5 8 13 5 7 7 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 8 9 13 6 -9999 7 17 12 5 8 7 13 5 8 7 11 7 19 6 8 11 7 8 8 5 17 11 22 6 5 4 5 8 6 6 7 9 10 11 9 6 18 5 7 8 9 11 5 18 32 18 6 -9999 7 14 16 6 5 -9999 12 7 25 11 7 5 17 8 9 8 5 6 6 5 22 5 9 7 6 14 12 5 10 5 9 17 6 13 15 8 15 10 19 12 17 5 8 6 11 6 7 20 19 6 9 -9999 -9999 11 -9999 8 8 11 9 8 5 6 16 5
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 20 -9999 -9999 -9999 -9999 -9999 8 7 -9999 -9999 -9999 -9999 6 13 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 6 12 10 5 21 15 5 7 5 7 6 14 7 8 9 5 10 5 6 10 8 8 14 8 16 20 11 10 10 5 8 9 14 12 4 6 7 21 4 9 8 6 6 5 19 7 10 17 5 12 15 14 6 10 5 11 24 14 7 5 5 8 6 24 8 16 10 11 17 11 14 6 5 6 12 5 7 7 13 11 7 17 9 7 17 12 8 6 6 16 5 8 17 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 5 16 9 6 9 12 11 13 7 9 6 11 8 4 7 7 4 15 13 7 14 7 20 15 6 12 10 5 8 11 11 5 14 7 10 10 5 9 12 6 8 8 8 6 23 13 17 11 14 15 4 9 20 24 13 5 6 9 15 4 9 7 6 7 19 14 7 5 7 5 8 16 8 6 5 6 11 15 12 7 -9999 5 7 7 17 8 8 -9999 -9999 -9999 -9999 5 5 11 6 15 6 11 17 12 5 8 13 13 6 13 17 6 7 9 14 5 8 9 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 6 14 6 17 12 5 9 11 9 23 9 6 7 6 17 5 10 7 8 8 12 10 15 5 26 16 5 6 6 9 6 15 6 8 8 10 10 6 13 9 7 7 6 15 15 23 13 15 7 6 8 12 15 12 5 17 10 18 30 8 11 5 26 5 10 6 10 7 6 13 16 21 6 7 6 15 17 9 8 6 8 12 7 18 15 13 15 15 10 17 5 6 14 6 7 6 7 7 16 6 7 14 14 10 9 14 8 7 9 17 5 8 9 5
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 6 8 5 14 17 5 -9999 -9999 13 6 7 30 7 8 10 7 10 12 5 20 9 9 12 4 10 7 6 5 8 6 15 14 12 9 5 6 12 16 5 30 7 12
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 22 11 13 11 15 16 5 18 5 -9999 6 6 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 6 -9999 -9999 -9999 5 6 10 7 7 4 10 5 5 8 4 7 5 8 17 12 6 13 9 5 6 16 7 5 4 7 12 5 20 13 6 5 10 8 5 19 7 9 6 8 12 16 7 8 11 13 5 5 22 6 16 7 6 21 10 12 8 7 8 13 5 15 5 17 14 5 9 8 10 5 8 7 13 12 15 22 7 5 12 19 11 28 6 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 24 5 18 7 5 9 15 8 6 5 7 7 10 6 10 15 12 6 6 7 6 10 5 9 7 6 8 4 8 5 12 16 5 6 5 15 5 17 10 6 11 4 9 6 12 6 7 8 7 17 10 18 6 17 10 5 8 18 15 6 5 5 7 9 25 7 9 6 -9999 -9999 6 16 8 8 6 12 7 6 7 7 5 14 21 8 9 6 14 8 5 23 7 15 26 8 18 17 10 5 6 9 12 5 11 16 23 5 9 17 15 12 6 9 9 7 8 14 5 9 8 6
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 6 6 6 12 5 12 7 6 15 6 10 6 9 9 8 8 8 6 8 5 11 5 20 6 5 9 5 7 5 7 15 6 6 4 11 6 6 12 7 7 6 10 10 22 5 23 15 -9999 8 12 15 6 5 19 7 7 12 7 7 6 8 14 11 10 6 9 5 13 11 10 7 6 5 14 23 5 6 13 7 7 6 15 9 11 33 9 8 13 11 6 12 6 12 5 11 8 12 6 9 6 13 6 11 20 6 11 10 18 5 7 7 7
-9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 6 12 5 14 6 6 20 7 9 21 13 7 10 8 6 4 14 15 8 6 7 4 16 9 10 17 5 8 6 6 6 16 7 9 9 5 10 5 11 12 6 -9999 7 15 15 17 6 11 7 5 12 21 18 11 4 6 8 22 5 11 7 5 9 4 14 14 7 14 5 5 16 5 6 6 6 -9999 -9999 -9999 -9999 6 5 7 6 20 7 9 16 13 15 11 17 5 8 6 20 5 9 19 14 6 7 39 13 6 15 11 -9999 6 22 19 -9999 -9999 -9999 -9999
